geo_fips,statefips,countyfips,tractfips,blockgroupfips,totalpopest2015_19acs,yearofstartdate,underage1popest2015_19acs,age0to17popest2015_19acs,unique0to17withed_visit,unique0to17withed_visitper100,numbered_visitsage0to17,ed_visitsper100age0to17,numberlowacuityed_visitsage0to17,lowacuityed_visitsper100age0to17,numberasthmarelateded_visits,asthmarelateded_visitsper100age0to17,numbered_visitsbychildrenunder1yearold,numberofinjuryrelatedvisits,injuryrelatededvisitsper100age0to17,numberacuterespiratorytractinfectionrelateded_visitsage0to17,acuterespiratorytractinfectionrelateded_visitsper100age0to17
420034600021,42,3,460002,1,1195,2018.0,14.6,260,59.0,22.7,91.0,35.0,46.0,17.7,31.0,11.9,17.0,3.0,1.2,15.0,5.8
420034600021,42,3,460002,1,1195,2019.0,14.6,260,71.0,27.3,103.0,39.6,59.0,22.7,22.0,8.5,15.0,1.0,0.4,21.0,8.1
420034600022,42,3,460002,2,1903,2016.0,29.6,339,72.0,21.2,120.0,35.4,42.0,12.4,30.0,8.8,30.0,3.0,0.9,21.0,6.2
420034600022,42,3,460002,2,1903,2017.0,29.6,339,59.0,17.4,96.0,28.3,41.0,12.1,22.0,6.5,21.0,1.0,0.3,11.0,3.2
420034600022,42,3,460002,2,1903,2018.0,29.6,339,76.0,22.4,129.0,38.1,56.0,16.5,42.0,12.4,24.0,1.0,0.3,26.0,7.7
420034600022,42,3,460002,2,1903,2019.0,29.6,339,70.0,20.6,104.0,30.7,67.0,19.8,17.0,5.0,21.0,1.0,0.3,23.0,6.8
420034600023,42,3,460002,3,474,2019.0,2.0,53,18.0,34.0,23.0,43.4,8.0,15.1,2.0,3.8,2.0,1.0,1.9,1.0,1.9
420034610001,42,3,461000,1,993,2017.0,4.8,117,24.0,20.5,35.0,29.9,14.0,12.0,5.0,4.3,11.0,1.0,0.9,8.0,6.8
420034610001,42,3,461000,1,993,2018.0,4.8,117,20.0,17.1,32.0,27.4,15.0,12.8,4.0,3.4,7.0,1.0,0.9,10.0,8.5
420034621001,42,3,462100,1,400,2016.0,0.0,31,23.0,74.2,38.0,122.6,14.0,45.2,5.0,16.1,7.0,2.0,6.5,6.0,19.4
420034621001,42,3,462100,1,400,2017.0,0.0,31,27.0,87.1,45.0,145.2,24.0,77.4,4.0,12.9,15.0,1.0,3.2,7.0,22.6
420034621001,42,3,462100,1,400,2019.0,0.0,31,19.0,61.3,40.0,129.0,23.0,74.2,7.0,22.6,10.0,2.0,6.5,4.0,12.9
420034621003,42,3,462100,3,1664,2016.0,17.2,583,113.0,19.4,183.0,31.4,101.0,17.3,47.0,8.1,23.0,3.0,0.5,34.0,5.8
420034621003,42,3,462100,3,1664,2017.0,17.2,583,127.0,21.8,254.0,43.6,112.0,19.2,55.0,9.4,42.0,2.0,0.3,58.0,9.9
420034621003,42,3,462100,3,1664,2018.0,17.2,583,131.0,22.5,250.0,42.9,147.0,25.2,36.0,6.2,45.0,4.0,0.7,58.0,9.9
420034621003,42,3,462100,3,1664,2019.0,17.2,583,140.0,24.0,250.0,42.9,160.0,27.4,46.0,7.9,33.0,1.0,0.2,55.0,9.4
420034626001,42,3,462600,1,730,2016.0,0.0,55,42.0,76.4,67.0,121.8,33.0,60.0,16.0,29.1,5.0,1.0,1.8,5.0,9.1
420034626001,42,3,462600,1,730,2017.0,0.0,55,56.0,101.8,88.0,160.0,43.0,78.2,17.0,30.9,18.0,2.0,3.6,15.0,27.3
420034626001,42,3,462600,1,730,2018.0,0.0,55,55.0,100.0,85.0,154.5,50.0,90.9,20.0,36.4,6.0,1.0,1.8,10.0,18.2
420034626001,42,3,462600,1,730,2019.0,0.0,55,46.0,83.6,85.0,154.5,48.0,87.3,14.0,25.5,29.0,3.0,5.5,18.0,32.7
420034626002,42,3,462600,2,1233,2016.0,30.4,411,38.0,9.2,57.0,13.9,29.0,7.1,14.0,3.4,9.0,3.0,0.7,6.0,1.5
420034626002,42,3,462600,2,1233,2017.0,30.4,411,55.0,13.4,91.0,22.1,54.0,13.1,17.0,4.1,22.0,2.0,0.5,22.0,5.4
420034626002,42,3,462600,2,1233,2018.0,30.4,411,55.0,13.4,86.0,20.9,54.0,13.1,11.0,2.7,19.0,1.0,0.2,20.0,4.9
420034626003,42,3,462600,3,639,2017.0,5.0,216,38.0,17.6,90.0,41.7,39.0,18.1,36.0,16.7,19.0,1.0,0.5,11.0,5.1
420034626003,42,3,462600,3,639,2018.0,5.0,216,49.0,22.7,82.0,38.0,51.0,23.6,17.0,7.9,15.0,1.0,0.5,16.0,7.4
420034626003,42,3,462600,3,639,2019.0,5.0,216,48.0,22.2,86.0,39.8,50.0,23.1,8.0,3.7,15.0,2.0,0.9,10.0,4.6
420034626004,42,3,462600,4,753,2017.0,4.4,94,70.0,74.5,110.0,117.0,50.0,53.2,41.0,43.6,28.0,1.0,1.1,27.0,28.7
420034626004,42,3,462600,4,753,2018.0,4.4,94,86.0,91.5,141.0,150.0,83.0,88.3,30.0,31.9,22.0,2.0,2.1,34.0,36.2
420034639001,42,3,463900,1,1014,2017.0,0.0,129,60.0,46.5,118.0,91.5,60.0,46.5,20.0,15.5,19.0,4.0,3.1,27.0,20.9
420034639001,42,3,463900,1,1014,2018.0,0.0,129,65.0,50.4,123.0,95.3,72.0,55.8,22.0,17.1,21.0,1.0,0.8,26.0,20.2
420034639001,42,3,463900,1,1014,2019.0,0.0,129,70.0,54.3,111.0,86.0,64.0,49.6,17.0,13.2,16.0,2.0,1.6,22.0,17.1
420034639002,42,3,463900,2,568,2016.0,0.0,52,43.0,82.7,86.0,165.4,45.0,86.5,35.0,67.3,15.0,1.0,1.9,25.0,48.1
420034639003,42,3,463900,3,1075,2016.0,18.6,275,60.0,21.8,91.0,33.1,40.0,14.5,21.0,7.6,16.0,1.0,0.4,18.0,6.5
420034639003,42,3,463900,3,1075,2018.0,18.6,275,55.0,20.0,95.0,34.5,75.0,27.3,23.0,8.4,22.0,1.0,0.4,27.0,9.8
420034643001,42,3,464300,1,1236,2019.0,10.4,223,39.0,17.5,55.0,24.7,26.0,11.7,5.0,2.2,7.0,1.0,0.4,1.0,0.4
420034643002,42,3,464300,2,782,2018.0,6.6,154,26.0,16.9,36.0,23.4,21.0,13.6,8.0,5.2,6.0,1.0,0.6,8.0,5.2
420034643002,42,3,464300,2,782,2019.0,6.6,154,29.0,18.8,47.0,30.5,22.0,14.3,9.0,5.8,11.0,2.0,1.3,6.0,3.9
420034643004,42,3,464300,4,685,2016.0,31.0,174,36.0,20.7,51.0,29.3,19.0,10.9,9.0,5.2,7.0,1.0,0.6,7.0,4.0
420034643004,42,3,464300,4,685,2017.0,31.0,174,30.0,17.2,46.0,26.4,16.0,9.2,14.0,8.0,8.0,1.0,0.6,10.0,5.7
420034643004,42,3,464300,4,685,2019.0,31.0,174,38.0,21.8,47.0,27.0,34.0,19.5,4.0,2.3,6.0,2.0,1.1,8.0,4.6
420034644002,42,3,464400,2,789,2016.0,6.8,233,88.0,37.8,154.0,66.1,78.0,33.5,46.0,19.7,32.0,3.0,1.3,34.0,14.6
420034644002,42,3,464400,2,789,2017.0,6.8,233,78.0,33.5,126.0,54.1,76.0,32.6,23.0,9.9,21.0,1.0,0.4,23.0,9.9
420034644002,42,3,464400,2,789,2018.0,6.8,233,75.0,32.2,151.0,64.8,108.0,46.4,46.0,19.7,34.0,2.0,0.9,30.0,12.9
420034644002,42,3,464400,2,789,2019.0,6.8,233,89.0,38.2,164.0,70.4,101.0,43.3,38.0,16.3,21.0,2.0,0.9,28.0,12.0
420034644003,42,3,464400,3,1413,2016.0,55.0,495,64.0,12.9,115.0,23.2,43.0,8.7,14.0,2.8,25.0,6.0,1.2,19.0,3.8
420034644003,42,3,464400,3,1413,2018.0,55.0,495,59.0,11.9,116.0,23.4,58.0,11.7,12.0,2.4,18.0,5.0,1.0,20.0,4.0
420034644003,42,3,464400,3,1413,2019.0,55.0,495,62.0,12.5,118.0,23.8,50.0,10.1,25.0,5.1,28.0,2.0,0.4,28.0,5.7
420034644004,42,3,464400,4,876,2019.0,17.8,110,59.0,53.6,98.0,89.1,63.0,57.3,17.0,15.5,18.0,2.0,1.8,19.0,17.3
420034656001,42,3,465600,1,1014,2018.0,28.4,225,20.0,8.9,32.0,14.2,17.0,7.6,1.0,0.4,6.0,1.0,0.4,1.0,0.4
420034656002,42,3,465600,2,1656,2017.0,18.0,164,33.0,20.1,44.0,26.8,24.0,14.6,8.0,4.9,6.0,1.0,0.6,10.0,6.1
420034656002,42,3,465600,2,1656,2018.0,18.0,164,35.0,21.3,49.0,29.9,21.0,12.8,7.0,4.3,10.0,1.0,0.6,7.0,4.3
420034656002,42,3,465600,2,1656,2019.0,18.0,164,36.0,22.0,47.0,28.7,21.0,12.8,4.0,2.4,6.0,2.0,1.2,5.0,3.0
420034658001,42,3,465800,1,1270,2017.0,13.2,259,46.0,17.8,74.0,28.6,24.0,9.3,10.0,3.9,7.0,1.0,0.4,8.0,3.1
420034658002,42,3,465800,2,1175,2017.0,12.6,232,39.0,16.8,49.0,21.1,26.0,11.2,6.0,2.6,6.0,1.0,0.4,7.0,3.0
420034658002,42,3,465800,2,1175,2018.0,12.6,232,30.0,12.9,36.0,15.5,16.0,6.9,6.0,2.6,5.0,1.0,0.4,9.0,3.9
420034658002,42,3,465800,2,1175,2019.0,12.6,232,45.0,19.4,63.0,27.2,21.0,9.1,9.0,3.9,10.0,2.0,0.9,8.0,3.4
420034658003,42,3,465800,3,723,2016.0,1.2,118,25.0,21.2,32.0,27.1,8.0,6.8,1.0,0.8,3.0,1.0,0.8,2.0,1.7
420034687001,42,3,468700,1,967,2018.0,0.8,117,19.0,16.2,26.0,22.2,9.0,7.7,4.0,3.4,6.0,3.0,2.6,2.0,1.7
420034687001,42,3,468700,1,967,2019.0,0.8,117,21.0,17.9,24.0,20.5,17.0,14.5,1.0,0.9,8.0,2.0,1.7,5.0,4.3
420034687002,42,3,468700,2,557,2016.0,4.4,125,15.0,12.0,17.0,13.6,8.0,6.4,4.0,3.2,3.0,1.0,0.8,2.0,1.6
420034687002,42,3,468700,2,557,2018.0,4.4,125,15.0,12.0,18.0,14.4,9.0,7.2,4.0,3.2,5.0,1.0,0.8,2.0,1.6
420034688001,42,3,468800,1,639,2017.0,12.8,64,11.0,17.2,17.0,26.6,10.0,15.6,1.0,1.6,3.0,1.0,1.6,4.0,6.3
420034688002,42,3,468800,2,843,2016.0,6.6,211,17.0,8.1,29.0,13.7,7.0,3.3,2.0,0.9,5.0,1.0,0.5,4.0,1.9
420034688003,42,3,468800,3,1199,2018.0,18.2,200,22.0,11.0,32.0,16.0,12.0,6.0,11.0,5.5,4.0,1.0,0.5,3.0,1.5
420034689001,42,3,468900,1,1416,2017.0,28.6,325,23.0,7.1,32.0,9.8,11.0,3.4,6.0,1.8,8.0,1.0,0.3,3.0,0.9
420034689003,42,3,468900,3,1339,2016.0,10.2,195,48.0,24.6,79.0,40.5,24.0,12.3,21.0,10.8,15.0,2.0,1.0,18.0,9.2
420034689003,42,3,468900,3,1339,2018.0,10.2,195,85.0,43.6,135.0,69.2,68.0,34.9,21.0,10.8,29.0,2.0,1.0,26.0,13.3
420034689003,42,3,468900,3,1339,2019.0,10.2,195,75.0,38.5,113.0,57.9,69.0,35.4,10.0,5.1,13.0,2.0,1.0,25.0,12.8
420034690001,42,3,469000,1,992,2017.0,17.2,215,23.0,10.7,27.0,12.6,11.0,5.1,3.0,1.4,11.0,2.0,0.9,1.0,0.5
420034690002,42,3,469000,2,2175,2016.0,16.4,386,62.0,16.1,88.0,22.8,35.0,9.1,8.0,2.1,11.0,1.0,0.3,10.0,2.6
420034690002,42,3,469000,2,2175,2017.0,16.4,386,59.0,15.3,95.0,24.6,31.0,8.0,11.0,2.8,17.0,4.0,1.0,15.0,3.9
420034690002,42,3,469000,2,2175,2018.0,16.4,386,60.0,15.5,80.0,20.7,37.0,9.6,8.0,2.1,17.0,1.0,0.3,9.0,2.3
420034690002,42,3,469000,2,2175,2019.0,16.4,386,64.0,16.6,89.0,23.1,42.0,10.9,6.0,1.6,13.0,3.0,0.8,13.0,3.4
420034703001,42,3,470300,1,1691,2016.0,14.6,261,37.0,14.2,69.0,26.4,32.0,12.3,13.0,5.0,19.0,1.0,0.4,7.0,2.7
420034703001,42,3,470300,1,1691,2018.0,14.6,261,41.0,15.7,68.0,26.1,30.0,11.5,11.0,4.2,17.0,1.0,0.4,17.0,6.5
420034703001,42,3,470300,1,1691,2019.0,14.6,261,46.0,17.6,70.0,26.8,46.0,17.6,6.0,2.3,7.0,1.0,0.4,7.0,2.7
420034703002,42,3,470300,2,2335,2016.0,27.4,297,34.0,11.4,46.0,15.5,17.0,5.7,8.0,2.7,13.0,3.0,1.0,6.0,2.0
420034703002,42,3,470300,2,2335,2019.0,27.4,297,40.0,13.5,50.0,16.8,29.0,9.8,8.0,2.7,4.0,1.0,0.3,7.0,2.4
420034704001,42,3,470400,1,834,2017.0,8.0,145,15.0,10.3,23.0,15.9,8.0,5.5,4.0,2.8,7.0,1.0,0.7,3.0,2.1
420034704001,42,3,470400,1,834,2018.0,8.0,145,16.0,11.0,21.0,14.5,5.0,3.4,3.0,2.1,11.0,1.0,0.7,8.0,5.5
420034704001,42,3,470400,1,834,2019.0,8.0,145,11.0,7.6,16.0,11.0,4.0,2.8,5.0,3.4,3.0,1.0,0.7,2.0,1.4
420034704002,42,3,470400,2,688,2018.0,6.4,115,15.0,13.0,16.0,13.9,8.0,7.0,1.0,0.9,4.0,1.0,0.9,1.0,0.9
420034704003,42,3,470400,3,1271,2017.0,0.0,190,23.0,12.1,39.0,20.5,16.0,8.4,2.0,1.1,8.0,3.0,1.6,3.0,1.6
420034704003,42,3,470400,3,1271,2019.0,0.0,190,22.0,11.6,30.0,15.8,10.0,5.3,1.0,0.5,6.0,1.0,0.5,4.0,2.1
420034705011,42,3,470501,1,1994,2016.0,49.0,474,56.0,11.8,70.0,14.8,21.0,4.4,7.0,1.5,14.0,1.0,0.2,7.0,1.5
420034705011,42,3,470501,1,1994,2017.0,49.0,474,41.0,8.6,46.0,9.7,15.0,3.2,3.0,0.6,6.0,1.0,0.2,4.0,0.8
420034705011,42,3,470501,1,1994,2018.0,49.0,474,54.0,11.4,69.0,14.6,29.0,6.1,3.0,0.6,16.0,4.0,0.8,14.0,3.0
420034705011,42,3,470501,1,1994,2019.0,49.0,474,64.0,13.5,80.0,16.9,35.0,7.4,10.0,2.1,11.0,2.0,0.4,6.0,1.3
420034705012,42,3,470501,2,1864,2019.0,7.6,203,27.0,13.3,44.0,21.7,24.0,11.8,1.0,0.5,7.0,1.0,0.5,6.0,3.0
420034705021,42,3,470502,1,1477,2019.0,15.6,249,30.0,12.0,48.0,19.3,20.0,8.0,11.0,4.4,6.0,1.0,0.4,4.0,1.6
420034705022,42,3,470502,2,1498,2017.0,7.0,206,19.0,9.2,22.0,10.7,7.0,3.4,3.0,1.5,4.0,1.0,0.5,1.0,0.5
420034706001,42,3,470600,1,1631,2018.0,4.4,268,28.0,10.4,44.0,16.4,22.0,8.2,4.0,1.5,5.0,1.0,0.4,6.0,2.2
420034706002,42,3,470600,2,517,2018.0,9.2,106,13.0,12.3,32.0,30.2,13.0,12.3,11.0,10.4,15.0,2.0,1.9,9.0,8.5
420034706003,42,3,470600,3,825,2016.0,5.8,189,16.0,8.5,20.0,10.6,3.0,1.6,1.0,0.5,5.0,2.0,1.1,2.0,1.1
420034710001,42,3,471000,1,1271,2017.0,10.2,202,29.0,14.4,38.0,18.8,14.0,6.9,7.0,3.5,8.0,2.0,1.0,6.0,3.0
420034710001,42,3,471000,1,1271,2018.0,10.2,202,32.0,15.8,48.0,23.8,27.0,13.4,9.0,4.5,5.0,1.0,0.5,4.0,2.0
420034710001,42,3,471000,1,1271,2019.0,10.2,202,30.0,14.9,35.0,17.3,18.0,8.9,4.0,2.0,4.0,1.0,0.5,4.0,2.0
420034721001,42,3,472100,1,1309,2016.0,15.6,209,42.0,20.1,68.0,32.5,25.0,12.0,22.0,10.5,8.0,2.0,1.0,6.0,2.9
420034721001,42,3,472100,1,1309,2017.0,15.6,209,43.0,20.6,64.0,30.6,30.0,14.4,14.0,6.7,13.0,2.0,1.0,7.0,3.3
420034721001,42,3,472100,1,1309,2018.0,15.6,209,50.0,23.9,72.0,34.4,29.0,13.9,19.0,9.1,7.0,1.0,0.5,6.0,2.9
420034721002,42,3,472100,2,910,2017.0,5.6,126,16.0,12.7,26.0,20.6,8.0,6.3,5.0,4.0,4.0,2.0,1.6,3.0,2.4
420034721002,42,3,472100,2,910,2019.0,5.6,126,20.0,15.9,24.0,19.0,13.0,10.3,3.0,2.4,6.0,1.0,0.8,4.0,3.2
420034722002,42,3,472200,2,594,2017.0,0.0,49,7.0,14.3,8.0,16.3,2.0,4.1,2.0,4.1,4.0,1.0,2.0,2.0,4.1
420034722003,42,3,472200,3,881,2018.0,6.6,226,16.0,7.1,28.0,12.4,18.0,8.0,1.0,0.4,9.0,1.0,0.4,4.0,1.8
420034723001,42,3,472300,1,575,2018.0,3.0,62,22.0,35.5,34.0,54.8,17.0,27.4,5.0,8.1,4.0,1.0,1.6,2.0,3.2
420034724001,42,3,472400,1,1090,2016.0,4.4,185,21.0,11.4,31.0,16.8,19.0,10.3,3.0,1.6,1.0,1.0,0.5,2.0,1.1
420034724002,42,3,472400,2,738,2019.0,15.8,146,10.0,6.8,15.0,10.3,6.0,4.1,1.0,0.7,2.0,1.0,0.7,1.0,0.7
420034731002,42,3,473100,2,803,2016.0,3.2,155,27.0,17.4,41.0,26.5,13.0,8.4,13.0,8.4,7.0,1.0,0.6,2.0,1.3
420034731003,42,3,473100,3,954,2016.0,15.0,241,22.0,9.1,32.0,13.3,10.0,4.1,3.0,1.2,8.0,3.0,1.2,3.0,1.2
420034731004,42,3,473100,4,681,2018.0,11.6,186,25.0,13.4,32.0,17.2,19.0,10.2,3.0,1.6,8.0,1.0,0.5,5.0,2.7
420034731005,42,3,473100,5,969,2016.0,14.8,216,26.0,12.0,29.0,13.4,16.0,7.4,3.0,1.4,5.0,1.0,0.5,2.0,0.9
420034731005,42,3,473100,5,969,2019.0,14.8,216,28.0,13.0,39.0,18.1,19.0,8.8,4.0,1.9,8.0,2.0,0.9,8.0,3.7
420034732001,42,3,473200,1,757,2017.0,10.4,132,21.0,15.9,23.0,17.4,10.0,7.6,6.0,4.5,2.0,1.0,0.8,5.0,3.8
420034732001,42,3,473200,1,757,2019.0,10.4,132,30.0,22.7,43.0,32.6,20.0,15.2,3.0,2.3,5.0,1.0,0.8,6.0,4.5
420034732003,42,3,473200,3,1088,2019.0,3.8,180,24.0,13.3,38.0,21.1,14.0,7.8,1.0,0.6,8.0,1.0,0.6,5.0,2.8
420034733001,42,3,473300,1,1010,2017.0,3.2,202,21.0,10.4,26.0,12.9,12.0,5.9,5.0,2.5,2.0,1.0,0.5,3.0,1.5
420034733002,42,3,473300,2,1429,2017.0,13.4,373,32.0,8.6,40.0,10.7,15.0,4.0,7.0,1.9,9.0,2.0,0.5,5.0,1.3
420034733002,42,3,473300,2,1429,2018.0,13.4,373,24.0,6.4,34.0,9.1,16.0,4.3,11.0,2.9,3.0,1.0,0.3,5.0,1.3
420034733003,42,3,473300,3,1346,2019.0,7.8,391,30.0,7.7,39.0,10.0,13.0,3.3,2.0,0.5,1.0,1.0,0.3,1.0,0.3
420034733004,42,3,473300,4,1094,2016.0,3.6,246,24.0,9.8,27.0,11.0,5.0,2.0,2.0,0.8,6.0,2.0,0.8,4.0,1.6
420034733004,42,3,473300,4,1094,2019.0,3.6,246,20.0,8.1,26.0,10.6,14.0,5.7,6.0,2.4,4.0,1.0,0.4,3.0,1.2
420034734013,42,3,473401,3,1000,2019.0,0.0,233,24.0,10.3,38.0,16.3,22.0,9.4,4.0,1.7,5.0,2.0,0.9,4.0,1.7
420034734023,42,3,473402,3,1735,2018.0,18.8,421,37.0,8.8,46.0,10.9,22.0,5.2,4.0,1.0,9.0,3.0,0.7,5.0,1.2
420034734023,42,3,473402,3,1735,2019.0,18.8,421,53.0,12.6,77.0,18.3,29.0,6.9,4.0,1.0,9.0,3.0,0.7,10.0,2.4
420034735001,42,3,473500,1,824,2017.0,9.0,256,26.0,10.2,29.0,11.3,13.0,5.1,1.0,0.4,1.0,1.0,0.4,4.0,1.6
420034735001,42,3,473500,1,824,2018.0,9.0,256,28.0,10.9,38.0,14.8,13.0,5.1,2.0,0.8,8.0,1.0,0.4,4.0,1.6
420034735003,42,3,473500,3,2087,2019.0,16.0,464,47.0,10.1,73.0,15.7,32.0,6.9,19.0,4.1,12.0,2.0,0.4,5.0,1.1
420034736011,42,3,473601,1,848,2018.0,6.0,200,18.0,9.0,27.0,13.5,12.0,6.0,3.0,1.5,5.0,1.0,0.5,5.0,2.5
420034736012,42,3,473601,2,1400,2016.0,17.6,380,24.0,6.3,27.0,7.1,5.0,1.3,2.0,0.5,5.0,1.0,0.3,2.0,0.5
420034736012,42,3,473601,2,1400,2017.0,17.6,380,26.0,6.8,29.0,7.6,10.0,2.6,2.0,0.5,4.0,2.0,0.5,2.0,0.5
420034736013,42,3,473601,3,1483,2017.0,8.0,325,24.0,7.4,29.0,8.9,9.0,2.8,2.0,0.6,3.0,1.0,0.3,3.0,0.9
420034736013,42,3,473601,3,1483,2018.0,8.0,325,23.0,7.1,28.0,8.6,9.0,2.8,4.0,1.2,4.0,1.0,0.3,1.0,0.3
420034736021,42,3,473602,1,697,2017.0,18.0,133,11.0,8.3,13.0,9.8,3.0,2.3,3.0,2.3,1.0,1.0,0.8,1.0,0.8
420034736022,42,3,473602,2,2266,2017.0,17.4,542,36.0,6.6,49.0,9.0,13.0,2.4,9.0,1.7,7.0,3.0,0.6,6.0,1.1
420034736022,42,3,473602,2,2266,2019.0,17.4,542,49.0,9.0,67.0,12.4,29.0,5.4,10.0,1.8,4.0,1.0,0.2,5.0,0.9
420034736023,42,3,473602,3,522,2017.0,2.2,114,10.0,8.8,11.0,9.6,6.0,5.3,1.0,0.9,2.0,1.0,0.9,3.0,2.6
420034741011,42,3,474101,1,2132,2016.0,27.6,560,53.0,9.5,67.0,12.0,27.0,4.8,13.0,2.3,8.0,2.0,0.4,7.0,1.3
420034741011,42,3,474101,1,2132,2017.0,27.6,560,52.0,9.3,71.0,12.7,20.0,3.6,14.0,2.5,19.0,2.0,0.4,10.0,1.8
420034741011,42,3,474101,1,2132,2018.0,27.6,560,48.0,8.6,70.0,12.5,23.0,4.1,18.0,3.2,7.0,1.0,0.2,15.0,2.7
420034741011,42,3,474101,1,2132,2019.0,27.6,560,60.0,10.7,93.0,16.6,44.0,7.9,27.0,4.8,10.0,2.0,0.4,8.0,1.4
420034741012,42,3,474101,2,1610,2016.0,15.0,486,30.0,6.2,36.0,7.4,7.0,1.4,4.0,0.8,2.0,1.0,0.2,2.0,0.4
420034741012,42,3,474101,2,1610,2017.0,15.0,486,36.0,7.4,43.0,8.8,10.0,2.1,4.0,0.8,3.0,1.0,0.2,4.0,0.8
420034741012,42,3,474101,2,1610,2019.0,15.0,486,36.0,7.4,42.0,8.6,17.0,3.5,2.0,0.4,2.0,1.0,0.2,3.0,0.6
420034741021,42,3,474102,1,2258,2016.0,35.8,591,45.0,7.6,64.0,10.8,13.0,2.2,15.0,2.5,7.0,2.0,0.3,6.0,1.0
420034741021,42,3,474102,1,2258,2017.0,35.8,591,43.0,7.3,47.0,8.0,14.0,2.4,8.0,1.4,7.0,1.0,0.2,4.0,0.7
420034741021,42,3,474102,1,2258,2018.0,35.8,591,43.0,7.3,51.0,8.6,13.0,2.2,7.0,1.2,3.0,2.0,0.3,2.0,0.3
420034741021,42,3,474102,1,2258,2019.0,35.8,591,32.0,5.4,38.0,6.4,18.0,3.0,4.0,0.7,5.0,1.0,0.2,5.0,0.8
420034741022,42,3,474102,2,1474,2016.0,9.0,425,20.0,4.7,21.0,4.9,9.0,2.1,3.0,0.7,3.0,1.0,0.2,3.0,0.7
420034741022,42,3,474102,2,1474,2019.0,9.0,425,21.0,4.9,29.0,6.8,13.0,3.1,1.0,0.2,4.0,1.0,0.2,5.0,1.2
420034742011,42,3,474201,1,2535,2016.0,30.8,671,45.0,6.7,61.0,9.1,14.0,2.1,5.0,0.7,9.0,3.0,0.4,5.0,0.7
420034742011,42,3,474201,1,2535,2017.0,30.8,671,56.0,8.3,61.0,9.1,18.0,2.7,8.0,1.2,3.0,1.0,0.1,4.0,0.6
420034742011,42,3,474201,1,2535,2018.0,30.8,671,56.0,8.3,71.0,10.6,25.0,3.7,13.0,1.9,8.0,1.0,0.1,4.0,0.6
420034742011,42,3,474201,1,2535,2019.0,30.8,671,61.0,9.1,68.0,10.1,24.0,3.6,7.0,1.0,9.0,1.0,0.1,8.0,1.2
420034742022,42,3,474202,2,2573,2018.0,29.8,728,56.0,7.7,84.0,11.5,35.0,4.8,11.0,1.5,12.0,1.0,0.1,3.0,0.4
420034742022,42,3,474202,2,2573,2019.0,29.8,728,60.0,8.2,82.0,11.3,35.0,4.8,8.0,1.1,8.0,1.0,0.1,5.0,0.7
420034742031,42,3,474203,1,1558,2018.0,16.6,369,21.0,5.7,25.0,6.8,9.0,2.4,3.0,0.8,5.0,1.0,0.3,3.0,0.8
420034742031,42,3,474203,1,1558,2019.0,16.6,369,33.0,8.9,39.0,10.6,10.0,2.7,2.0,0.5,10.0,4.0,1.1,4.0,1.1
420034742033,42,3,474203,3,2479,2016.0,34.4,737,32.0,4.3,39.0,5.3,9.0,1.2,2.0,0.3,10.0,1.0,0.1,6.0,0.8
420034742033,42,3,474203,3,2479,2017.0,34.4,737,39.0,5.3,42.0,5.7,11.0,1.5,2.0,0.3,4.0,1.0,0.1,3.0,0.4
420034742033,42,3,474203,3,2479,2018.0,34.4,737,58.0,7.9,63.0,8.5,30.0,4.1,10.0,1.4,12.0,3.0,0.4,6.0,0.8
420034751011,42,3,475101,1,1141,2019.0,4.8,304,21.0,6.9,27.0,8.9,8.0,2.6,9.0,3.0,4.0,1.0,0.3,4.0,1.3
420034751013,42,3,475101,3,1167,2018.0,9.0,58,20.0,34.5,23.0,39.7,12.0,20.7,3.0,5.2,6.0,1.0,1.7,3.0,5.2
420034751013,42,3,475101,3,1167,2019.0,9.0,58,29.0,50.0,35.0,60.3,16.0,27.6,5.0,8.6,4.0,3.0,5.2,3.0,5.2
420034751021,42,3,475102,1,1581,2017.0,8.0,319,26.0,8.2,33.0,10.3,7.0,2.2,4.0,1.3,6.0,1.0,0.3,3.0,0.9
420034752002,42,3,475200,2,1076,2019.0,19.8,215,32.0,14.9,57.0,26.5,23.0,10.7,4.0,1.9,3.0,2.0,0.9,4.0,1.9
420034752004,42,3,475200,4,1921,2016.0,32.0,479,24.0,5.0,28.0,5.8,12.0,2.5,3.0,0.6,4.0,1.0,0.2,4.0,0.8
420034753011,42,3,475301,1,774,2019.0,4.2,38,8.0,21.1,8.0,21.1,4.0,10.5,1.0,2.6,3.0,1.0,2.6,1.0,2.6
420034753012,42,3,475301,2,605,2016.0,15.6,140,14.0,10.0,16.0,11.4,3.0,2.1,1.0,0.7,2.0,1.0,0.7,1.0,0.7
420034753012,42,3,475301,2,605,2017.0,15.6,140,13.0,9.3,15.0,10.7,6.0,4.3,1.0,0.7,6.0,1.0,0.7,2.0,1.4
420034753013,42,3,475301,3,2491,2016.0,28.6,542,50.0,9.2,75.0,13.8,17.0,3.1,6.0,1.1,23.0,4.0,0.7,11.0,2.0
420034753013,42,3,475301,3,2491,2017.0,28.6,542,53.0,9.8,71.0,13.1,21.0,3.9,7.0,1.3,12.0,3.0,0.6,9.0,1.7
420034753014,42,3,475301,4,816,2017.0,4.8,142,19.0,13.4,27.0,19.0,7.0,4.9,7.0,4.9,3.0,1.0,0.7,4.0,2.8
